Timestamp,name,caption
10/23/2025 0:47:18,KSC_2427_result.jpg,women interacting in a building
10/23/2025 0:48:19,KSC_2428_result.jpg,an image of people attending an event
10/23/2025 0:49:51,KSC_2430_result.jpg,a lady seated doing work on her laptop while attending a hackathon event
10/23/2025 0:50:47,KSC_2431_result.jpg,a lady doing work on her laptop
10/23/2025 0:51:37,KSC_2431_result.jpg,a lady coding on her laptop
10/23/2025 0:52:42,KSC_2435_result.jpg,a man seated in a room with a screen
10/23/2025 0:53:48,KSC_2436_result.jpg,a man attending an online meeting on the screen
10/23/2025 0:54:52,KSC_2437_result.jpg ,a lady talking to a man
10/23/2025 0:56:20,KSC_2438_result.jpg,an event organizer attending to a man
10/23/2025 0:59:05,KSC_2439_result.jpg,a lady standing Infront of men
10/23/2025 1:00:33,KSC_2440_result.jpg,hackathon participants consulting each other on their projects on their pcs
10/23/2025 1:01:55,KSC_2441_result.jpg,men looking at the laptop
10/23/2025 1:03:01,KSC_2442_result.jpg,a lady standing 
10/23/2025 1:04:05,KSC_2443_result.jpg,ladies at the event
10/23/2025 1:06:03,KSC_2444_result.jpg,ladies listening to a speaker at an event
10/23/2025 1:07:02,KSC_2445_result.jpg,a lady checking out something
10/23/2025 1:08:23,KSC_2445_result.jpg, a lady moderating an event
10/23/2025 20:21:44,KSC_2447_result.jpg,a woman moderator offering technical support to one of the participants
10/23/2025 20:23:07,KSC_2448_result.jpg,a lady listening
10/23/2025 20:24:01,KSC_2449_result.jpg,a lady standing
10/23/2025 20:24:58,KSC_2450_result.jpg,a woman standing while holding her phone
10/23/2025 20:25:38,KSC_2451_result.jpg,a lady standing while holding her phone
10/23/2025 20:26:18,KSC_2452_result.jpg,a lady standing while holding her phone
10/23/2025 20:27:33,KSC_2454_result.jpg ,a man attendee sitting in a computer for an event
10/23/2025 20:28:10,KSC_2463_result.jpg,an event banner on display
10/23/2025 20:28:58,KSC_2464_result.jpg,an event banner on display
10/23/2025 20:30:56,KSC_2464_result.jpg ,an event banner on display
10/23/2025 20:31:54,KSC_2465_result.jpg,an event banner on display
10/23/2025 20:33:00,KSC_2475_result.jpg,a hackathon participant paying attention to the speaker
10/23/2025 20:33:54,KSC_2476_result.jpg, hackathon participants paying attention to the speaker
10/23/2025 20:35:02,KSC_2477_result.jpg,hackathon participants paying attention to the speaker
10/23/2025 20:36:04,KSC_2478_result.jpg,hackathon participants paying attention to the speaker
10/23/2025 20:36:55,KSC_2479_result.jpg,a hackathon event in progress 
10/23/2025 20:38:03,KSC_2481_result.jpg,a man giving a presentation Infront of event attendees
10/23/2025 20:38:57,KSC_2484_result.jpg,event attendees listening to a presentation
10/23/2025 20:40:05,KSC_2485_result.jpg,event participants paying attention to a presentation from the speaker
10/23/2025 20:41:23,KSC_2486_result.jpg,a man giving a speech at a tech event
10/23/2025 20:44:01,KSC_2487_result.jpg,a man standing while holding a pc and bag
10/23/2025 20:44:57,KSC_2488_result.jpg,a man standing while holding a pc and bag
10/23/2025 20:46:15,KSC_2489_result.jpg,event attendees observing their projects on their laptops
10/23/2025 20:47:11,KSC_2494_result.jpg,hackathon participants observing their projects on their pcs
10/23/2025 20:47:57,KSC_2496_result.jpg,a hackathon participant looking at his laptop
10/23/2025 20:58:38,KSC_2497_result.jpg,a hackathon participant working on their projects on their laptop
10/23/2025 20:59:53,KSC_2498_result.jpg,people attending an event in a computer laboratory
10/23/2025 21:01:06,KSC_2501_result.jpg,event attendees attending an event in a computer laboratory
10/23/2025 21:02:02,KSC_2502_result.jpg,an event speaker speaking at an event
10/23/2025 21:02:59,KSC_2506_result.jpg,a man speaking at a hackathon event
10/23/2025 21:03:54,KSC_2507_result.jpg,a man presenting at an event
10/23/2025 21:04:28,KSC_2508_result.jpg ,a man speaking at an event
10/23/2025 21:05:04,KSC_2509_result.jpg,a man speaking at an event
10/23/2025 21:05:57,KSC_2512_result.jpg,two men seated in a computer laboratory
10/23/2025 21:06:47,KSC_2513_result.jpg,an image of two men attending an event
10/23/2025 21:07:25,KSC_2514_result.jpg,a man presenting at an event
10/23/2025 21:08:03,KSC_2515_result.jpg,event moderators interacting with each other
10/23/2025 21:09:31,KSC_2516_result.jpg,a man speaking at an event
10/23/2025 21:10:13,KSC_2519_result.jpg,a man speaking at a tech event
10/23/2025 21:10:43,KSC_2520_result.jpg,a man giving a speech
10/23/2025 21:11:26,KSC_2521_result.jpg,a man giving a speech on a hackathon
10/23/2025 21:12:06,KSC_2522_result.jpg,a man giving a speech an a hackathon
10/24/2025 15:06:30,_MG_6753.jpg,A woman speaking at a tech conference
10/24/2025 15:07:02,_MG_6754.jpg,A man speaking at a conference
10/24/2025 15:07:47,_MG_6755.jpg,A man speaking at a tech conference
10/24/2025 15:08:13,_MG_6756.jpg,A man speaking at a tech conference
10/24/2025 15:09:00,_MG_6758.jpg,A woman speaking at a tech conference
10/24/2025 15:09:34,_MG_6759.jpg,A woman speaking at a tech conference
10/24/2025 15:10:12,_MG_6760.jpg,A woman speaking at a tech conference
10/24/2025 15:10:59,_MG_6761.jpg,A woman speaking at a tech conference
10/24/2025 15:11:30,_MG_6762.jpg,A woman speaking at a tech conference
10/24/2025 15:12:08,_MG_6763.jpg,A woman speaking at a tech conference
10/24/2025 15:12:45,_MG_6764.jpg,A woman speaking at a tech conference
10/24/2025 15:14:01,_MG_6765.jpg,A gathering of developers listening to a woman giving a presentation at a tech workshop
10/24/2025 15:15:10,_MG_6766.jpg,A gathering of developers listening to a woman giving a presentation at a tech workshop
10/24/2025 15:16:04,_MG_6767.jpg,A gathering of developers listening to a presentation by a woman
10/24/2025 15:16:55,_MG_6773.jpg,A woman making a presentation at a tech workshop
10/24/2025 15:17:34,_MG_6774.jpg,A woman giving a speech at a tech workshop
10/24/2025 15:19:25,_MG_6779.jpg,A gathering of developers at a tech workshop
10/24/2025 15:20:39,_MG_6784.jpg,A woman making a presentation to a gathering of developers at a tech workshop
10/24/2025 15:21:32,_MG_6786.jpg,A woman conducting a presentation at a tech workshop
10/24/2025 15:22:24,_MG_6788.jpg,A woman conducting a presentation to a group of attendees at a tech workshop
10/24/2025 15:22:55,_MG_6789.jpg,A woman conducting a presentation to a group of attendees at a tech workshop
10/24/2025 15:27:28,_MG_6795.jpg,A developer checking out an event organizer's website
10/24/2025 15:28:13,_MG_6797.jpg,A woman giving a presentation at a developers' workshop
10/24/2025 15:28:55,_MG_6800.jpg,A gathering of developers at a tech workshop
10/24/2025 15:29:18,_MG_6801.jpg,A gathering of developers at a tech workshop
10/24/2025 15:29:41,_MG_6802.jpg,A gathering of developers at a tech workshop
10/24/2025 15:30:05,_MG_6804.jpg,A gathering of developers at a tech workshop
10/24/2025 15:30:28,_MG_6805.jpg,A gathering of developers at a tech workshop
10/24/2025 15:30:47,_MG_6806.jpg,A gathering of developers at a tech workshop
10/24/2025 15:31:07,_MG_6810.jpg,A gathering of developers at a tech workshop
10/24/2025 15:31:54,_MG_6812.jpg,A woman making a presentation at a developers' workshop
10/24/2025 15:32:15,_MG_6813.jpg,A woman making a presentation at a developers' workshop
10/24/2025 15:32:43,_MG_6820.jpg,A woman making a presentation at a developers' workshop
10/24/2025 15:33:01,_MG_6821.jpg,A woman making a presentation at a developers' workshop
10/24/2025 15:33:26,_MG_6822.jpg,A woman making a presentation at a developers' workshop
10/24/2025 15:34:08,_MG_6818.jpg,A woman presenting to a group of developers at a tech workshop
10/24/2025 15:35:15,_MG_6814.jpg,Laptops organized around a table at a developers' workshop
10/24/2025 15:36:28,_MG_6817.jpg,Two members of an event organizing team monitoring the progress of a tech workshop
10/24/2025 15:37:21,_MG_6819.jpg,The presentation screen at a tech workshop
10/24/2025 15:38:18,_MG_6824.jpg,A female attendee at a tech workshop
10/24/2025 15:39:34,_MG_6825.jpg,Two female attendees and two male attendees at a tech workshop
10/24/2025 15:40:15,_MG_6826.jpg,Three attendees at a tech workshop
10/24/2025 15:40:58,_MG_6827.jpg,Attendees listening to a speech at tech workshop
10/24/2025 15:41:47,_MG_6829.jpg,A man giving a speech at a tech workshop
10/24/2025 15:42:14,_MG_6830.jpg,A man giving a speech at a tech workshop
10/24/2025 15:42:41,_MG_6831.jpg,A man giving a speech at a tech workshop
10/24/2025 15:43:01,_MG_6832.jpg,A man giving a speech at a tech workshop
10/24/2025 15:44:27,_MG_6835.jpg,A group of attendees listening in to a presentation at a tech workshop
10/24/2025 15:45:25,_MG_6837.jpg,A gathering of developers listening to a presentation by a man at a tech workshop
10/24/2025 15:46:20,_MG_6838.jpg,A gathering of developers listening to a presentation by a man at a tech workshop
10/24/2025 15:47:26,_MG_6839.jpg,A gathering of developers listening to a presentation by a man at a tech workshop
10/24/2025 15:48:06,_MG_6843.jpg,A gathering of developers listening to a presentation by a man at a tech workshop
10/24/2025 15:48:25,_MG_6844.jpg,A gathering of developers listening to a presentation by a man at a tech workshop
